001YMNTL20026545Y3LS0;"Michelin LATITUDE SPORT 3 265/45R20 104Y Porsche";1;"Not parsed yet";;PLN;1430.00;1430.00;0;0;https://noweopony.pl/dane-opony/michelin-latitude-sport-3-265-45-r20-104-y-porsche;https://media.noweopony.net/media/tyres/treads/LATITUDE_SPORT_3.jpg;2023-04-22T22:37:04.121003Z;"Not parsed yet"
002Y126328;"Bridgestone Blizzak DM-V3 315/35R20 110T XL";1;"Not parsed yet";;PLN;1431.00;1431.00;0;0;https://noweopony.pl/dane-opony/bridgestone-blizzak-dm-v3-315-35-r20-110-t-xl;https://media.noweopony.net/media/tyres/treads/Blizzak_DM-V3.jpg;2023-04-22T22:37:04.140931Z;"Not parsed yet"
001YMNTL21026540YSUP0;"Michelin PILOT SPORT 4 SUV 265/40R21 105Y XL";1;"Not parsed yet";;PLN;1431.00;1431.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-suv-265-40-r21-105-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_SUV.jpg;2023-04-22T22:37:04.153248Z;"Not parsed yet"
002Y77630;"Pirelli Winter Sottozero 3 245/40R20 99V XL Run Flat";1;"Not parsed yet";;PLN;1432.00;1432.00;0;0;https://noweopony.pl/dane-opony/pirelli-winter-sottozero-3-245-40-r20-99-v-xl-fr-run-flat;https://media.noweopony.net/media/tyres/treads/Winter_Sottozero_3.jpg;2023-04-22T22:37:04.165191Z;"Not parsed yet"
006X3528707359254;"Michelin PILOT SPORT 4 SUV 245/45R21 104W XL";1;"Not parsed yet";;PLN;1432.00;1432.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-suv-245-45-r21-104-w-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_SUV.jpg;2023-04-22T22:37:04.176861Z;"Not parsed yet"
002Y181294;"Michelin PILOT SPORT 4 S 275/35R20 102Y XL Mercedes";1;"Not parsed yet";;PLN;1433.00;1433.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-275-35-r20-102-y-xl-mercedes;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-22T22:37:04.188670Z;"Not parsed yet"
002Y142365;"Goodyear EAGLE F1 ASYMMETRIC 5 265/35R21 101Y XL Porsche";1;"Not parsed yet";;PLN;1434.00;1434.00;0;0;https://noweopony.pl/dane-opony/goodyear-eagle-f1-asymmetric-5-265-35-r21-101-y-xl-porsche;https://media.noweopony.net/media/tyres/treads/EAGLE_F1_ASYMMETRIC_5.jpg;2023-04-22T22:37:04.200649Z;"Not parsed yet"
002Y150029;"Bridgestone Alenza 001 255/50R21 109Y XL BMW";1;"Not parsed yet";;PLN;1435.00;1435.00;0;0;https://noweopony.pl/dane-opony/bridgestone-alenza-001-255-50-r21-109-y-xl-bmw;https://media.noweopony.net/media/tyres/treads/Alenza_001.jpg;2023-04-22T22:37:04.210517Z;"Not parsed yet"
001YGGOL20027530YEA50;"Goodyear EAGLE F1 ASYMMETRIC 5 275/30R20 97Y XL Run Flat BMW";1;"Not parsed yet";;PLN;1436.00;1436.00;0;0;https://noweopony.pl/dane-opony/goodyear-eagle-f1-asymmetric-5-275-30-r20-97-y-xl-fr-run-flat-bmw;https://media.noweopony.net/media/tyres/treads/EAGLE_F1_ASYMMETRIC_5.jpg;2023-04-22T22:37:04.215663Z;"Not parsed yet"
001YGGOL20027530YEA33;"Goodyear EAGLE F1 ASYMMETRIC 3 275/30R20 97Y XL Run Flat BMW|Mercedes";1;"Not parsed yet";;PLN;1436.00;1436.00;0;0;https://noweopony.pl/dane-opony/goodyear-eagle-f1-asymmetric-3-275-30-r20-97-y-xl-fp-run-flat-bmw-mercedes;https://media.noweopony.net/media/tyres/treads/EAGLE_F1_ASYMMETRIC_3.jpg;2023-04-22T22:37:04.220561Z;"Not parsed yet"
003X5452000831866;"Goodyear ULTRAGRIP PERFORMANCE + 265/40R21 105V XL";1;"Not parsed yet";;PLN;1437.00;1437.00;0;0;https://noweopony.pl/dane-opony/goodyear-ultragrip-performance---265-40-r21-105-v-xl-fp;https://media.noweopony.net/media/tyres/treads/ULTRAGRIP_PERFORMANCE_.jpg;2023-04-22T22:37:04.225376Z;"Not parsed yet"
002Y87231;"Yokohama GEOLANDAR A/T G015 285/50R20 112H";1;"Not parsed yet";;PLN;1438.00;1438.00;0;0;https://noweopony.pl/dane-opony/yokohama-geolandar-a-t-g015-285-50-r20-112-h;https://media.noweopony.net/media/tyres/treads/GEOLANDAR-A-T-G015.jpg;2023-04-22T22:37:04.230351Z;"Not parsed yet"
003X4038526073549;"Goodyear ULTRAGRIP PERFORMANCE + SUV 235/40R20 96V XL";1;"Not parsed yet";;PLN;1438.00;1438.00;0;0;https://noweopony.pl/dane-opony/goodyear-ultragrip-performance---suv-235-40-r20-96-v-xl;https://media.noweopony.net/media/tyres/treads/ULTRAGRIP_PERFORMANCE__SUV.jpg;2023-04-22T22:37:04.235294Z;"Not parsed yet"
003X5452000556448;"Goodyear EAGLE F1 ASYMMETRIC 2 275/35R20 102Y XL Run Flat Mercedes";1;"Not parsed yet";;PLN;1439.00;1439.00;0;0;https://noweopony.pl/dane-opony/goodyear-eagle-f1-asymmetric-2-275-35-r20-102-y-xl-fp-run-flat-sct-mercedes;https://media.noweopony.net/media/tyres/products/eprel_label_529518.jpg;2023-04-22T22:37:04.240060Z;"Not parsed yet"
