006X3528708980624;"Michelin PILOT ALPIN PA4 305/35R20 107V XL";1;"Not parsed yet";;PLN;1923.00;1923.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-pa4-305-35-r20-107-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_PA4.jpg;2023-04-21T15:38:00.710167Z;"Not parsed yet"
002Y165961;"Michelin PILOT SPORT 5 255/35R21 101Y XL";1;"Not parsed yet";;PLN;1926.00;1926.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-5-255-35-r21-101-y-xl-fr-acoustic;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_5.jpg;2023-04-21T15:38:00.726962Z;"Not parsed yet"
001YMNOL21029525YP4S0;"Michelin PILOT SPORT 4 S 295/25R21 96Y XL";1;"Not parsed yet";;PLN;1929.00;1929.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-295-25-r21-96-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.736559Z;"Not parsed yet"
001YMNOL21027535Y5PS0;"Michelin PILOT SPORT S 5 275/35R21 99Y";1;"Not parsed yet";;PLN;1943.00;1943.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-s-5-275-35-r21-99-y;Empty;2023-04-21T15:38:00.746471Z;"Not parsed yet"
002Y185752;"Pirelli P Zero PZ4 285/40R22 110Y XL Porsche";1;"Not parsed yet";;PLN;1944.00;1944.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz4-285-40-r22-110-y-xl-porsche;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ4.jpg;2023-04-21T15:38:00.755920Z;"Not parsed yet"
006X3528702328187;"Michelin PILOT ALPIN 5 245/40R21 100V XL";1;"Not parsed yet";;PLN;1945.00;1945.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-245-40-r21-100-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5.jpg;2023-04-21T15:38:00.768878Z;"Not parsed yet"
003X3188649818501;"Dunlop SP WINTER SPORT 4D 285/30R21 100W XL Audi";1;"Not parsed yet";;PLN;1948.00;1948.00;0;0;https://noweopony.pl/dane-opony/dunlop-sp-winter-sport-4d-285-30-r21-100-w-xl-mfs-audi-s---rs;https://media.noweopony.net/media/tyres/treads/SP_WINTER_SPORT_4D.jpg;2023-04-21T15:38:00.777375Z;"Not parsed yet"
1055968;"Michelin PILOT SPORT 4 SUV 285/40R22 110Y XL";1;"Not parsed yet";;PLN;1955.00;1955.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-suv-285-40-r22-110-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_SUV.jpg;2023-04-21T15:38:00.788351Z;"Not parsed yet"
002X4019238013061;"Continental WinterContact TS 860 S 295/30R22 103W XL Maserati";1;"Not parsed yet";;PLN;1955.00;1955.00;0;0;https://noweopony.pl/dane-opony/continental-wintercontact-ts-860-s-295-30-r22-103-w-xl-fr-maserati;https://media.noweopony.net/media/tyres/treads/WinterContact_TS_860_S.jpg;2023-04-21T15:38:00.796709Z;"Not parsed yet"
001YPIOZ21031530VSZ30;"Pirelli Winter Sottozero 3 315/30R21 105V XL Porsche";1;"Not parsed yet";;PLN;1960.00;1960.00;0;0;https://noweopony.pl/dane-opony/pirelli-winter-sottozero-3-315-30-r21-105-v-xl-fr-porsche;https://media.noweopony.net/media/tyres/treads/Winter_Sottozero_3.jpg;2023-04-21T15:38:00.806031Z;"Not parsed yet"
002Y125242;"Pirelli Scorpion Winter 315/40R21 115V XL Mercedes";1;"Not parsed yet";;PLN;1963.00;1963.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-315-40-r21-115-v-xl-fr-mercedes;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.816223Z;"Not parsed yet"
002Y148983;"Pirelli P Zero PZ4 315/30R21 105Y XL Porsche";1;"Not parsed yet";;PLN;1963.00;1963.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz4-315-30-r21-105-y-xl-fr-porsche;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ4.jpg;2023-04-21T15:38:00.825639Z;"Not parsed yet"
002Y125934;"Michelin PILOT ALPIN 5 315/30R21 105V XL";1;"Not parsed yet";;PLN;1968.00;1968.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-315-30-r21-105-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5.jpg;2023-04-21T15:38:00.836805Z;"Not parsed yet"
001YMNTL22028540YSUP0;"Michelin PILOT SPORT 4 SUV 285/40R22 110Y XL";1;3528709075077;;PLN;1978.00;1978.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-suv-285-40-r22-110-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_SUV.jpg;2023-04-21T15:38:00.837863Z;907507
002Y110416;"Pirelli Scorpion Winter 285/45R21 113W XL Lamborghini";1;8019227344608;;PLN;1980.00;1980.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-285-45-r21-113-w-xl-fr-lamborghini;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.838896Z;3446000
006X3528708174320;"Michelin PILOT ALPIN 5 SUV 315/40R21 115V XL";1;3528708174320;;PLN;1981.00;1981.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-suv-315-40-r21-115-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5_SUV.jpg;2023-04-21T15:38:00.839924Z;817432
006X3528702618684;"Michelin PILOT SPORT 4 S 335/25R22 105Y XL";1;3528702618684;;PLN;1988.00;1988.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-335-25-r22-105-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.840932Z;261868
INT9488;"Pirelli Scorpion Winter 315/30R22 107V XL";1;8019227401622;;PLN;2015.00;2015.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-315-30-r22-107-v-xl;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.841944Z;4016200
002Y171235;"Pirelli Scorpion Winter 2 295/35R23 108W XL";1;8019227414066;;PLN;2026.00;2026.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-2-295-35-r23-108-w-xl;https://media.noweopony.net/media/tyres/treads/Scorpion-Winter-2-gallery-3-4-4505527507214.jpg;2023-04-21T15:38:00.842942Z;4140600
006X3528706552991;"Michelin PILOT ALPIN PA4 295/30R20 101V XL Porsche";1;3528706552991;;PLN;2037.00;2037.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-pa4-295-30-r20-101-v-xl-fr-porsche;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_PA4.jpg;2023-04-21T15:38:00.843975Z;655299
002Y164650;"Pirelli P Zero PZ4 315/30R21 105Y XL Porsche";1;8019227292060;;PLN;2041.00;2041.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz4-315-30-r21-105-y-xl-porsche;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ4.jpg;2023-04-21T15:38:00.844988Z;2920600
002Y54164;"Dunlop SP SPORT MAXX GT 325/30R21 108Y XL Run Flat BMW";1;3188649821846;;PLN;2054.00;2054.00;0;0;https://noweopony.pl/dane-opony/dunlop-sp-sport-maxx-gt-325-30-r21-108-y-xl-mfs-run-flat-bmw;https://media.noweopony.net/media/tyres/treads/SP_SPORT_MAXX_GT.jpg;2023-04-21T15:38:00.846044Z;529134
002Y147587;"Pirelli P Zero PZ4 315/30R22 107Y XL BMW";1;8019227325379;;PLN;2066.00;2066.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz4-315-30-r22-107-y-xl-fr-bmw;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ4.jpg;2023-04-21T15:38:00.847112Z;3253700
001YMNOL21027530YP4S0;"Michelin PILOT SPORT 4 S 275/30R21 98Y XL";1;3528702789483;;PLN;2071.00;2071.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-275-30-r21-98-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.848192Z;278948
002Y92924;"Pirelli P Zero PZ3 315/30R22 107Y XL Porsche";1;8019227267136;;PLN;2072.00;2072.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz3-315-30-r22-107-y-xl-porsche;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ3.jpg;2023-04-21T15:38:00.849236Z;2671300
002Y163538;"Pirelli P Zero PZ3 285/40R22 110Y XL Bentley";1;8019227407273;;PLN;2076.00;2076.00;0;0;https://noweopony.pl/dane-opony/pirelli-p-zero-pz3-285-40-r22-110-y-xl-bentley;https://media.noweopony.net/media/tyres/treads/P_Zero_PZ3.jpg;2023-04-21T15:38:00.850287Z;4072700
002Y15559;"Pirelli Scorpion Ice & Snow 315/35R20 110V XL Run Flat BMW";1;8019227205015;;PLN;2107.00;2107.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-ice---snow-315-35-r20-110-v-xl-fr-run-flat-bmw;https://media.noweopony.net/media/tyres/products/C_C_71_A_1_0.jpg;2023-04-21T15:38:00.851348Z;2050100
006X3528704015160;"Michelin PILOT SPORT 4 S 315/30R20 104Y XL";1;3528704015160;;PLN;2114.00;2114.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-315-30-r20-104-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.852409Z;401516
006X3528706085628;"Michelin PILOT SPORT 4 S 295/35R20 105Y XL Ferrari";1;3528706085628;;PLN;2118.00;2118.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-295-35-r20-105-y-xl-fr-ferrari;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.853473Z;608562
002Y110433;"Pirelli Scorpion Winter 315/40R21 111V Mercedes";1;"Not parsed yet";;PLN;2120.00;2120.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-315-40-r21-111-v-pncs-mercedes;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.854521Z;"Not parsed yet"
002Y181101;"Bridgestone Potenza Race 265/35R19 98Y XL";1;"Not parsed yet";;PLN;2146.00;2146.00;0;0;https://noweopony.pl/dane-opony/bridgestone-potenza-race-265-35-r19-98-y-xl;https://media.noweopony.net/media/tyres/products/eprel_label_1325326.jpg;2023-04-21T15:38:00.855584Z;"Not parsed yet"
INT1184;"Michelin PILOT ALPIN 5 SUV 285/40R22 110V XL";1;"Not parsed yet";;PLN;2155.00;2155.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-suv-285-40-r22-110-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5_SUV.jpg;2023-04-21T15:38:00.856637Z;"Not parsed yet"
002Y171241;"Pirelli Scorpion Winter 2 315/30R22 107V XL";1;"Not parsed yet";;PLN;2160.00;2160.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-2-315-30-r22-107-v-xl-fr-ncs;https://media.noweopony.net/media/tyres/treads/Scorpion-Winter-2-gallery-3-4-4505527507214.jpg;2023-04-21T15:38:00.857696Z;"Not parsed yet"
001YMNOL21032530YPSS0;"Michelin PILOT SUPER SPORT 325/30R21 108Y XL BMW";1;"Not parsed yet";;PLN;2167.00;2167.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-super-sport-325-30-r21-108-y-xl-fr-bmw;https://media.noweopony.net/media/tyres/treads/PILOT_SUPER_SPORT.jpg;2023-04-21T15:38:00.858760Z;"Not parsed yet"
003X4038526067647;"Goodyear EAGLE F1 SUPERSPORT RS 315/30R21 105Y XL Porsche";1;"Not parsed yet";;PLN;2176.00;2176.00;0;0;https://noweopony.pl/dane-opony/goodyear-eagle-f1-supersport-rs-315-30-r21-105-y-xl;https://media.noweopony.net/media/tyres/products/eprel_label_1100069.jpg;2023-04-21T15:38:00.859839Z;"Not parsed yet"
002Y112923;"Pirelli Scorpion Winter 275/40R22 108V XL Run Flat";1;"Not parsed yet";;PLN;2183.00;2183.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-275-40-r22-108-v-xl-fr-run-flat;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.860888Z;"Not parsed yet"
006X3528700609264;"Michelin PILOT ALPIN 5 SUV 285/40R22 110V XL";1;"Not parsed yet";;PLN;2196.00;2196.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-suv-285-40-r22-110-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5_SUV.jpg;2023-04-21T15:38:00.861752Z;"Not parsed yet"
002Y171765;"Michelin PILOT ALPIN 5 SUV 285/40R23 111V XL";1;"Not parsed yet";;PLN;2196.00;2196.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-alpin-5-suv-285-40-r23-111-v-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_ALPIN_5_SUV.jpg;2023-04-21T15:38:00.862613Z;"Not parsed yet"
002Y101600;"Michelin PILOT SPORT 4 S 315/30R22 107Y XL";1;"Not parsed yet";;PLN;2202.00;2202.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-315-30-r22-107-y-xl-fr;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.863610Z;"Not parsed yet"
001YMNOL21031530YP4S4;"Michelin PILOT SPORT 4 S 315/30R21 105Y XL Porsche";1;"Not parsed yet";;PLN;2237.00;2237.00;0;0;https://noweopony.pl/dane-opony/michelin-pilot-sport-4-s-315-30-r21-105-y-xl-porsche;https://media.noweopony.net/media/tyres/treads/PILOT_SPORT_4_S.jpg;2023-04-21T15:38:00.864625Z;"Not parsed yet"
002Y110437;"Pirelli Scorpion Winter 315/40R21 115W XL Lamborghini";1;"Not parsed yet";;PLN;2256.00;2256.00;0;0;https://noweopony.pl/dane-opony/pirelli-scorpion-winter-315-40-r21-115-w-xl-fr-lamborghini;https://media.noweopony.net/media/tyres/treads/Scorpion_Winter.jpg;2023-04-21T15:38:00.865642Z;"Not parsed yet"
